# BCOD Simulator export
# Steps: 547
# Stop reason: goal_completed
# Sim Hz: 12
# Axis convention: north=pos.z, east=pos.x, up=pos.y
time,north,east,height,surge,sway,heave,heading,roll,pitch,yaw_rate,roll_rate,pitch_rate,total_accel_n,total_accel_e,total_accel_up,yaw_accel,speed,total_energy,last_total_cost
43220.5833,46.6912,25.2467,-0.0926,1.8270,0.0451,0.0000,-0.121161,-0.002127,-0.002918,-0.014178,0.003470,-0.002035,-0.406300,0.043405,0.000000,-0.001917,1.8276,121.7453,0.485900
43220.6667,46.8420,25.2505,-0.0926,1.7918,0.0468,0.0000,-0.122361,-0.001830,-0.003066,-0.014586,0.003569,-0.001783,-0.419868,0.045658,0.000000,-0.003167,1.7925,122.2300,0.484629
43220.7500,46.9898,25.2545,-0.0926,1.7556,0.0486,0.0000,-0.123602,-0.001524,-0.003193,-0.015126,0.003675,-0.001514,-0.432813,0.047983,0.000000,-0.004645,1.7563,122.7133,0.483345
43220.8333,47.1345,25.2586,-0.0926,1.7183,0.0505,0.0000,-0.124961,-0.001208,-0.003295,-0.017423,0.003788,-0.001229,-0.445624,0.052121,0.000000,-0.024898,1.7191,123.1954,0.482051
43220.9167,47.2761,25.2629,-0.0926,1.6800,0.0524,0.0000,-0.126562,-0.000882,-0.003372,-0.020906,0.003907,-0.000929,-0.458261,0.057415,0.000000,-0.038601,1.6808,123.6761,0.480751
43221.0000,47.4145,25.2674,-0.0926,1.6408,0.0545,0.0000,-0.128186,-0.000546,-0.003424,-0.018066,0.004033,-0.000614,-0.468433,0.056071,0.000000,0.034422,1.6417,124.1556,0.479451
43221.0833,47.5496,25.2720,-0.0926,1.6016,0.0570,0.0000,-0.129378,-0.000199,-0.003447,-0.010594,0.004167,-0.000286,-0.466916,0.048800,0.000000,0.087968,1.6026,124.6338,0.478184
43221.1667,47.6814,25.2769,-0.0926,1.5633,0.0599,0.0000,-0.129807,0.000160,-0.003443,0.000212,0.004311,0.000050,-0.456346,0.037335,0.000000,0.126555,1.5644,125.1107,0.476974
43221.2500,47.8102,25.2820,-0.0926,1.5263,0.0632,0.0000,-0.129237,0.000532,-0.003411,0.013356,0.004465,0.000387,-0.438896,0.023007,0.000000,0.153647,1.5276,125.5866,0.475836
43221.3333,47.9359,25.2874,-0.0926,1.4911,0.0669,0.0000,-0.127505,0.000918,-0.003351,0.028077,0.004633,0.000718,-0.416354,0.006847,0.000000,0.171901,1.4927,126.0613,0.474780
43221.4167,48.0588,25.2931,-0.0926,1.4581,0.0711,0.0000,-0.124504,0.001320,-0.003265,0.043791,0.004814,0.001038,-0.390179,-0.010348,0.000000,0.183404,1.4598,126.5352,0.473811
43221.5000,48.1790,25.2993,-0.0926,1.4273,0.0756,0.0000,-0.120171,0.001737,-0.003153,0.060056,0.005009,0.001340,-0.361556,-0.027961,0.000000,0.189781,1.4293,127.0081,0.472930
43221.5833,48.2968,25.3058,-0.0926,1.3990,0.0805,0.0000,-0.114473,0.002172,-0.003018,0.076539,0.005215,0.001620,-0.331439,-0.045523,0.000000,0.192295,1.4013,127.4802,0.472136
43221.6667,48.4123,25.3127,-0.0926,1.3730,0.0856,0.0000,-0.107403,0.002624,-0.002862,0.092990,0.005432,0.001874,-0.300586,-0.062682,0.000000,0.191931,1.3757,127.9516,0.471426
43221.7500,48.5257,25.3200,-0.0926,1.3496,0.0911,0.0000,-0.098971,0.003096,-0.002687,0.109229,0.005657,0.002098,-0.269593,-0.079180,0.000000,0.189458,1.3527,128.4224,0.470797
43221.8333,48.6373,25.3279,-0.0926,1.3285,0.0968,0.0000,-0.089200,0.003586,-0.002496,0.125123,0.005886,0.002291,-0.238918,-0.094837,0.000000,0.185471,1.3321,128.8927,0.470244
43221.9167,48.7472,25.3362,-0.0926,1.3098,0.1028,0.0000,-0.078123,0.004096,-0.002292,0.140583,0.006117,0.002451,-0.208910,-0.109532,0.000000,0.180438,1.3139,129.3625,0.469762
43222.0000,48.8557,25.3450,-0.0926,1.2934,0.1090,0.0000,-0.065778,0.004625,-0.002077,0.155549,0.006345,0.002579,-0.179823,-0.123196,0.000000,0.174719,1.2980,129.8318,0.469347
43222.0833,48.9629,25.3543,-0.0926,1.2791,0.1156,0.0000,-0.052209,0.005172,-0.001854,0.169984,0.006568,0.002675,-0.151836,-0.135798,0.000000,0.168593,1.2843,130.3008,0.468994
43222.1667,49.0689,25.3643,-0.0926,1.2668,0.1225,0.0000,-0.037460,0.005737,-0.001626,0.183873,0.006782,0.002738,-0.125065,-0.147337,0.000000,0.162277,1.2727,130.7695,0.468697
43222.2500,49.1741,25.3748,-0.0926,1.2564,0.1298,0.0000,-0.021576,0.006319,-0.001395,0.197211,0.006983,0.002772,-0.099580,-0.157838,0.000000,0.155937,1.2631,131.2379,0.468453
43222.3333,49.2784,25.3859,-0.0926,1.2478,0.1374,0.0000,-0.004604,0.006916,-0.001163,0.210008,0.007168,0.002777,-0.075406,-0.167341,0.000000,0.149696,1.2553,131.7062,0.468258
43222.4167,49.3821,25.3977,-0.0926,1.2408,0.1455,0.0000,0.013412,0.007528,-0.000934,0.222279,0.007333,0.002756,-0.052542,-0.175900,0.000000,0.143651,1.2493,132.1743,0.468108
43222.5000,49.4853,25.4102,-0.0926,1.2354,0.1541,0.0000,0.032429,0.008151,-0.000708,0.234046,0.007476,0.002712,-0.030960,-0.183577,0.000000,0.137871,1.2450,132.6423,0.467999
43222.5833,49.5881,25.4234,-0.0926,1.2313,0.1632,0.0000,0.052407,0.008783,-0.000487,0.245336,0.007594,0.002648,-0.010612,-0.190438,0.000000,0.132406,1.2421,133.1102,0.467928
43222.6667,49.6906,25.4374,-0.0926,1.2286,0.1728,0.0000,0.073307,0.009424,-0.000273,0.256179,0.007683,0.002567,0.008559,-0.196550,0.000000,0.127293,1.2407,133.5781,0.467893
43222.7500,49.7929,25.4522,-0.0926,1.2270,0.1830,0.0000,0.095093,0.010069,-0.000067,0.266606,0.007743,0.002473,0.026611,-0.201833,0.000000,0.122553,1.2406,134.0460,0.467890
43222.8333,49.8951,25.4679,-0.0926,1.2264,0.1938,0.0000,0.117731,0.010716,0.000130,0.276651,0.007769,0.002370,0.043609,-0.206277,0.000000,0.118196,1.2417,134.5139,0.467917
43222.9167,49.9973,25.4845,-0.0926,1.2268,0.2053,0.0000,0.141192,0.011363,0.000319,0.286345,0.007762,0.002262,0.059623,-0.209929,0.000000,0.114223,1.2439,134.9819,0.467972
43223.0000,50.0996,25.5021,-0.0926,1.2280,0.2176,0.0000,0.165447,0.012006,0.000498,0.295723,0.007718,0.002154,0.074726,-0.212836,0.000000,0.110633,1.2472,135.4500,0.468054
43223.0833,50.2021,25.5208,-0.0926,1.2300,0.2306,0.0000,0.190471,0.012643,0.000669,0.304815,0.007636,0.002051,0.088987,-0.215040,0.000000,0.107417,1.2514,135.9181,0.468161
43223.1667,50.3047,25.5406,-0.0926,1.2326,0.2445,0.0000,0.216243,0.013269,0.000832,0.313654,0.007516,0.001957,0.102476,-0.216580,0.000000,0.104564,1.2566,136.3864,0.468290
43223.2500,50.4075,25.5616,-0.0926,1.2357,0.2592,0.0000,0.242741,0.013882,0.000989,0.322269,0.007357,0.001876,0.115258,-0.217489,0.000000,0.102062,1.2626,136.8549,0.468441
43223.3333,50.5106,25.5838,-0.0926,1.2392,0.2749,0.0000,0.269949,0.014478,0.001140,0.330690,0.007157,0.001815,0.127392,-0.217799,0.000000,0.099896,1.2694,137.3235,0.468613
43223.4167,50.6141,25.6074,-0.0926,1.2431,0.2916,0.0000,0.297852,0.015055,0.001288,0.338944,0.006916,0.001777,0.138936,-0.217537,0.000000,0.098051,1.2769,137.7923,0.468804
43223.5000,50.7179,25.6325,-0.0926,1.2473,0.3093,0.0000,0.326436,0.015608,0.001435,0.347058,0.006635,0.001768,0.149940,-0.216725,0.000000,0.096511,1.2850,138.2613,0.469013
43223.5833,50.8220,25.6590,-0.0926,1.2515,0.3281,0.0000,0.355692,0.016134,0.001585,0.355056,0.006313,0.001792,0.160449,-0.215385,0.000000,0.095259,1.2938,138.7305,0.469240
43223.6667,50.9265,25.6872,-0.0926,1.2559,0.3480,0.0000,0.385610,0.016630,0.001739,0.362962,0.005950,0.001854,0.170504,-0.213534,0.000000,0.094277,1.3032,139.2000,0.469484
43223.7500,51.0313,25.7171,-0.0926,1.2602,0.3690,0.0000,0.416184,0.017092,0.001902,0.370798,0.005547,0.001959,0.180140,-0.211188,0.000000,0.093550,1.3132,139.6698,0.469744
43223.8333,51.1365,25.7487,-0.0926,1.2644,0.3913,0.0000,0.447408,0.017517,0.002078,0.378585,0.005104,0.002109,0.189386,-0.208358,0.000000,0.093061,1.3236,140.1398,0.470019
43223.9167,51.2421,25.7823,-0.0926,1.2684,0.4148,0.0000,0.479281,0.017902,0.002271,0.386342,0.004623,0.002310,0.198267,-0.205056,0.000000,0.092794,1.3345,140.6101,0.470309
43224.0000,51.3479,25.8179,-0.0926,1.2721,0.4395,0.0000,0.511799,0.018244,0.002484,0.394087,0.004105,0.002565,0.206804,-0.201293,0.000000,0.092733,1.3459,141.0807,0.470614
43224.0833,51.4541,25.8556,-0.0926,1.2754,0.4655,0.0000,0.544963,0.018540,0.002724,0.401837,0.003552,0.002877,0.215012,-0.197077,0.000000,0.092861,1.3577,141.5516,0.470932
43224.1667,51.5605,25.8955,-0.0926,1.2781,0.4929,0.0000,0.578773,0.018787,0.002995,0.409606,0.002964,0.003247,0.222904,-0.192415,0.000000,0.093164,1.3698,142.0229,0.471264
43224.2500,51.6671,25.9378,-0.0926,1.2802,0.5216,0.0000,0.613232,0.018983,0.003301,0.417409,0.002345,0.003678,0.230486,-0.187316,0.000000,0.093627,1.3824,142.4945,0.471609
43224.3333,51.7739,25.9825,-0.0926,1.2815,0.5517,0.0000,0.648343,0.019124,0.003649,0.425259,0.001696,0.004171,0.237766,-0.181786,0.000000,0.094236,1.3952,142.9665,0.471967
43224.4167,51.8807,26.0298,-0.0926,1.2820,0.5832,0.0000,0.684111,0.019209,0.004043,0.433167,0.001020,0.004727,0.244743,-0.175833,0.000000,0.094977,1.4084,143.4388,0.472336
43224.5000,51.9875,26.0798,-0.0926,1.2815,0.6161,0.0000,0.720540,0.019236,0.004488,0.441143,0.000320,0.005344,0.251418,-0.169463,0.000000,0.095837,1.4219,143.9115,0.472718
43224.5833,52.0943,26.1325,-0.0926,1.2799,0.6504,0.0000,0.757637,0.019203,0.004990,0.449196,-0.000400,0.006021,0.257785,-0.162681,0.000000,0.096800,1.4357,144.3846,0.473111
43224.6667,52.2008,26.1882,-0.0926,1.2771,0.6860,0.0000,0.795385,0.019108,0.005553,0.456751,-0.001138,0.006757,0.263806,-0.154854,0.000000,0.091135,1.4497,144.8581,0.473516
43224.7500,52.3071,26.2469,-0.0926,1.2729,0.7231,0.0000,0.833697,0.018950,0.006182,0.462776,-0.001889,0.007546,0.269380,-0.144792,0.000000,0.073633,1.4640,145.3321,0.473933
43224.8333,52.4130,26.3088,-0.0926,1.2675,0.7615,0.0000,0.872416,0.018730,0.006881,0.466566,-0.002649,0.008385,0.274371,-0.131599,0.000000,0.048019,1.4787,145.8064,0.474365
43224.9167,52.5183,26.3739,-0.0926,1.2607,0.8013,0.0000,0.911338,0.018445,0.007653,0.467681,-0.003414,0.009268,0.278589,-0.114670,0.000000,0.017348,1.4938,146.2813,0.474815
43225.0000,52.6231,26.4424,-0.0926,1.2527,0.8423,0.0000,0.950231,0.018097,0.008502,0.465898,-0.004177,0.010185,0.281796,-0.093676,0.000000,-0.015911,1.5096,146.7565,0.475288
43225.0833,52.7271,26.5144,-0.0926,1.2435,0.8846,0.0000,0.988850,0.017686,0.009429,0.461160,-0.004933,0.011127,0.283716,-0.068547,0.000000,-0.049803,1.5261,147.2323,0.475789
43225.1667,52.8303,26.5899,-0.0926,1.2332,0.9282,0.0000,1.026953,0.017213,0.010436,0.453547,-0.005676,0.012082,0.284062,-0.039451,0.000000,-0.082813,1.5435,147.7087,0.476322
43225.2500,52.9326,26.6691,-0.0926,1.2218,0.9730,0.0000,1.064307,0.016680,0.011522,0.443235,-0.006399,0.013034,0.282555,-0.006770,0.000000,-0.113803,1.5619,148.1856,0.476895
43225.3333,53.0339,26.7521,-0.0926,1.2094,1.0191,0.0000,1.100698,0.016088,0.012686,0.430471,-0.007097,0.013968,0.278954,0.028942,0.000000,-0.141962,1.5815,148.6631,0.477510
43225.4167,53.1341,26.8390,-0.0926,1.1960,1.0663,0.0000,1.135935,0.015441,0.013925,0.415548,-0.007762,0.014865,0.273076,0.066990,0.000000,-0.166747,1.6023,149.1412,0.478175
43225.5000,53.2332,26.9299,-0.0926,1.1818,1.1147,0.0000,1.169850,0.014742,0.015234,0.398790,-0.008390,0.015708,0.264812,0.106587,0.000000,-0.187844,1.6246,149.6201,0.478892
43225.5833,53.3311,27.0249,-0.0926,1.1667,1.1641,0.0000,1.202305,0.013995,0.016606,0.380529,-0.008972,0.016475,0.254141,0.146890,0.000000,-0.205124,1.6482,150.0998,0.479665
43225.6667,53.4277,27.1240,-0.0926,1.1508,1.2146,0.0000,1.233189,0.013202,0.018035,0.361096,-0.009505,0.017148,0.241125,0.187046,0.000000,-0.218609,1.6732,150.5803,0.480496
43225.7500,53.5229,27.2273,-0.0926,1.1342,1.2658,0.0000,1.262417,0.012371,0.019511,0.340812,-0.009983,0.017706,0.225913,0.226228,0.000000,-0.228440,1.6996,151.0617,0.481387
43225.8333,53.6167,27.3350,-0.0926,1.1169,1.3177,0.0000,1.289932,0.011504,0.021022,0.319975,-0.010399,0.018130,0.208724,0.263666,0.000000,-0.234845,1.7274,151.5440,0.482338
43225.9167,53.7090,27.4470,-0.0926,1.0989,1.3701,0.0000,1.315699,0.010608,0.022555,0.298860,-0.010748,0.018400,0.189839,0.298674,0.000000,-0.238118,1.7564,152.0274,0.483349
43226.0000,53.7998,27.5633,-0.0926,1.0804,1.4228,0.0000,1.339705,0.009690,0.024097,0.277713,-0.011025,0.018499,0.169578,0.330667,0.000000,-0.238595,1.7865,152.5118,0.484416
43226.0833,53.8891,27.6841,-0.0926,1.0613,1.4751,0.0000,1.361957,0.008754,0.025631,0.256743,-0.011225,0.018408,0.146991,0.353425,0.000000,-0.236731,1.8172,152.9973,0.485521
43226.1667,53.9767,27.8091,-0.0926,1.0416,1.5262,0.0000,1.382476,0.007809,0.027140,0.236123,-0.011341,0.018112,0.122631,0.366048,0.000000,-0.232992,1.8477,153.4839,0.486640
43226.2500,54.0626,27.9384,-0.0926,1.0214,1.5755,0.0000,1.401297,0.006862,0.028606,0.215984,-0.011367,0.017595,0.097546,0.370534,0.000000,-0.227787,1.8776,153.9717,0.487754
43226.3333,54.1469,28.0716,-0.0926,1.0008,1.6227,0.0000,1.418471,0.005920,0.030010,0.196553,-0.011297,0.016843,0.072609,0.368436,0.000000,-0.220045,1.9064,154.4605,0.488845
43226.4167,54.2294,28.2087,-0.0926,0.9799,1.6673,0.0000,1.434062,0.004993,0.031330,0.177987,-0.011124,0.015843,0.048457,0.361109,0.000000,-0.210520,1.9340,154.9504,0.489903
43226.5000,54.3102,28.3494,-0.0926,0.9590,1.7093,0.0000,1.448147,0.004090,0.032546,0.160366,-0.010841,0.014586,0.025511,0.349760,0.000000,-0.200100,1.9600,155.4414,0.490915
43226.5833,54.3893,28.4935,-0.0926,0.9381,1.7486,0.0000,1.460804,0.003220,0.033634,0.143713,-0.010441,0.013064,0.004030,0.335447,0.000000,-0.189427,1.9843,155.9332,0.491875
43226.6667,54.4666,28.6407,-0.0926,0.9174,1.7850,0.0000,1.472115,0.002393,0.034574,0.128012,-0.009921,0.011272,-0.015855,0.319082,0.000000,-0.178941,2.0069,156.4260,0.492777
43226.7500,54.5422,28.7909,-0.0926,0.8971,1.8185,0.0000,1.482156,0.001620,0.035341,0.113220,-0.009274,0.009210,-0.034094,0.301435,0.000000,-0.168934,2.0278,156.9196,0.493618
43226.8333,54.6161,28.9437,-0.0926,0.8771,1.8494,0.0000,1.491001,0.000912,0.035915,0.099280,-0.008500,0.006883,-0.050705,0.283150,0.000000,-0.159580,2.0469,157.4140,0.494397
43226.9167,54.6884,29.0990,-0.0926,0.8578,1.8776,0.0000,1.498719,0.000279,0.036273,0.086126,-0.007599,0.004300,-0.065749,0.264746,0.000000,-0.150969,2.0643,157.9091,0.495112
43227.0000,54.7591,29.2565,-0.0926,0.8390,1.9033,0.0000,1.505370,-0.000269,0.036396,0.073688,-0.006575,0.001478,-0.079308,0.246639,0.000000,-0.143126,2.0800,158.4049,0.495765
43227.0833,54.8282,29.4161,-0.0926,0.8210,1.9266,0.0000,1.511013,-0.000722,0.036266,0.061901,-0.005435,-0.001561,-0.091483,0.229147,0.000000,-0.136028,2.0942,158.9013,0.496358
43227.1667,54.8959,29.5775,-0.0926,0.8037,1.9477,0.0000,1.515700,-0.001071,0.035867,0.050701,-0.004189,-0.004788,-0.102376,0.212507,0.000000,-0.129625,2.1070,159.3982,0.496894
43227.2500,54.9622,29.7406,-0.0926,0.7873,1.9667,0.0000,1.519475,-0.001309,0.035187,0.040032,-0.002854,-0.008164,-0.112089,0.196883,0.000000,-0.123843,2.1184,159.8955,0.497376
43227.3333,55.0272,29.9052,-0.0926,0.7719,1.9837,0.0000,1.522382,-0.001430,0.034216,0.029846,-0.001449,-0.011647,-0.120723,0.182380,0.000000,-0.118602,2.1286,160.3933,0.497809
43227.4167,55.0909,30.0712,-0.0926,0.7573,1.9990,0.0000,1.524461,-0.001429,0.032951,0.020130,0.000004,-0.015184,-0.128382,0.169021,0.000000,-0.113464,2.1377,160.8915,0.498196
43227.5000,55.1534,30.2383,-0.0926,0.7437,2.0127,0.0000,1.525755,-0.001306,0.031391,0.010991,0.001476,-0.018719,-0.134961,0.156662,0.000000,-0.107083,2.1457,161.3901,0.498542
43227.5833,55.2148,30.4066,-0.0926,0.7311,2.0249,0.0000,1.526315,-0.001062,0.029542,0.002514,0.002938,-0.022190,-0.140413,0.145174,0.000000,-0.099679,2.1529,161.8889,0.498849
43227.6667,55.2753,30.5758,-0.0926,0.7194,2.0358,0.0000,1.526200,-0.000699,0.027414,-0.005232,0.004356,-0.025531,-0.144712,0.134442,0.000000,-0.091452,2.1592,162.3880,0.499121
43227.7500,55.3348,30.7458,-0.0926,0.7088,2.0454,0.0000,1.525473,-0.000224,0.025025,-0.012195,0.005694,-0.028672,-0.147855,0.124363,0.000000,-0.082584,2.1647,162.8874,0.499360
43227.8333,55.3934,30.9166,-0.0926,0.6990,2.0539,0.0000,1.524200,0.000352,0.022396,-0.018338,0.006917,-0.031544,-0.149857,0.114856,0.000000,-0.073267,2.1696,163.3870,0.499571
43227.9167,55.4513,31.0881,-0.0926,0.6901,2.0614,0.0000,1.522451,0.001018,0.019556,-0.023640,0.007988,-0.034078,-0.150751,0.105854,0.000000,-0.063684,2.1738,163.8867,0.499754
43228.0000,55.5085,31.2601,-0.0926,0.6820,2.0679,0.0000,1.520296,0.001757,0.016539,-0.028098,0.008871,-0.036207,-0.150603,0.097311,0.000000,-0.054025,2.1774,164.3866,0.499912
43228.0833,55.5650,31.4327,-0.0926,0.6747,2.0735,0.0000,1.517804,0.002552,0.013383,-0.031733,0.009532,-0.037871,-0.149594,0.089213,0.000000,-0.044606,2.1805,164.8867,0.500048
43228.1667,55.6209,31.6057,-0.0926,0.6681,2.0784,0.0000,1.515042,0.003380,0.010132,-0.034593,0.009942,-0.039014,-0.147922,0.081569,0.000000,-0.035702,2.1832,165.3869,0.500162
43228.2500,55.6764,31.7791,-0.0926,0.6621,2.0826,0.0000,1.512073,0.004220,0.006833,-0.036716,0.010074,-0.039591,-0.145563,0.074368,0.000000,-0.027238,2.1853,165.8871,0.500256
43228.3333,55.7313,31.9528,-0.0926,0.6566,2.0862,0.0000,1.508956,0.005045,0.003535,-0.038153,0.009907,-0.039568,-0.142625,0.067612,0.000000,-0.019327,2.1871,166.3874,0.500333
43228.4167,55.7858,32.1267,-0.0926,0.6516,2.0892,0.0000,1.505745,0.005831,0.000292,-0.038962,0.009428,-0.038923,-0.139219,0.061308,0.000000,-0.012065,2.1885,166.8878,0.500394
43228.5000,55.8399,32.3009,-0.0926,0.6470,2.0918,0.0000,1.502491,0.006550,-0.002846,-0.039206,0.008629,-0.037648,-0.135458,0.055466,0.000000,-0.005526,2.1895,167.3883,0.500441
43228.5833,55.8936,32.4754,-0.0926,0.6427,2.0939,0.0000,1.499238,0.007176,-0.005825,-0.038954,0.007513,-0.035749,-0.131450,0.050094,0.000000,0.000229,2.1903,167.8888,0.500475
43228.6667,55.9470,32.6499,-0.0926,0.6386,2.0957,0.0000,1.496024,0.007683,-0.008595,-0.038279,0.006087,-0.033249,-0.127300,0.045199,0.000000,0.005160,2.1908,168.3893,0.500497
43228.7500,56.0001,32.8246,-0.0926,0.6348,2.0972,0.0000,1.492880,0.008047,-0.011111,-0.037254,0.004371,-0.030187,-0.123106,0.040787,0.000000,0.009246,2.1911,168.8898,0.500510
43228.8333,56.0528,32.9994,-0.0926,0.6311,2.0984,0.0000,1.489833,0.008247,-0.013329,-0.035954,0.002389,-0.026614,-0.118958,0.036859,0.000000,0.012480,2.1912,169.3903,0.500515
43228.9167,56.1053,33.1743,-0.0926,0.6275,2.0994,0.0000,1.486903,0.008261,-0.015212,-0.034452,0.000177,-0.022599,-0.114937,0.033410,0.000000,0.014874,2.1912,169.8908,0.500512
43229.0000,56.1574,33.3493,-0.0926,0.6239,2.1003,0.0000,1.484104,0.008076,-0.016731,-0.032819,-0.002225,-0.018222,-0.111114,0.030434,0.000000,0.016454,2.1910,170.3913,0.500504
43229.0833,56.2092,33.5244,-0.0926,0.6203,2.1010,0.0000,1.481444,0.007678,-0.017862,-0.031121,-0.004769,-0.013574,-0.107547,0.027918,0.000000,0.017261,2.1907,170.8918,0.500491
43229.1667,56.2608,33.6995,-0.0926,0.6168,2.1017,0.0000,1.478925,0.007062,-0.018591,-0.029421,-0.007402,-0.008756,-0.104284,0.025844,0.000000,0.017346,2.1903,171.3923,0.500475
43229.2500,56.3120,33.8747,-0.0926,0.6131,2.1023,0.0000,1.476545,0.006223,-0.018914,-0.027775,-0.010067,-0.003874,-0.101361,0.024194,0.000000,0.016774,2.1899,171.8927,0.500457
43229.3333,56.3630,34.0499,-0.0926,0.6095,2.1029,0.0000,1.474298,0.005164,-0.018834,-0.026234,-0.012704,0.000961,-0.098802,0.022943,0.000000,0.015618,2.1895,172.3932,0.500438
43229.4167,56.4136,34.2252,-0.0926,0.6057,2.1035,0.0000,1.472173,0.003893,-0.018364,-0.024853,-0.015252,0.005638,-0.096541,0.022064,0.000000,0.013821,2.1890,172.8936,0.500418
43229.5000,56.4639,34.4005,-0.0926,0.6020,2.1042,0.0000,1.470154,0.002422,-0.017527,-0.023664,-0.017653,0.010048,-0.094684,0.021537,0.000000,0.011646,2.1886,173.3940,0.500399
43229.5833,56.5139,34.5759,-0.0926,0.5981,2.1048,0.0000,1.468226,0.000768,-0.016353,-0.022689,-0.019848,0.014086,-0.093236,0.021327,0.000000,0.009219,2.1882,173.8944,0.500381
43229.6667,56.5636,34.7513,-0.0926,0.5942,2.1056,0.0000,1.466369,-0.001047,-0.014882,-0.021940,-0.021784,0.017657,-0.092164,0.021397,0.000000,0.006618,2.1878,174.3947,0.500365
43229.7500,56.6130,34.9268,-0.0926,0.5903,2.1063,0.0000,1.464565,-0.002998,-0.013159,-0.021428,-0.023411,0.020674,-0.091424,0.021711,0.000000,0.003919,2.1875,174.8951,0.500351
43229.8333,56.6620,35.1024,-0.0926,0.5864,2.1072,0.0000,1.462793,-0.005056,-0.011237,-0.021157,-0.024688,0.023064,-0.090934,0.022230,0.000000,0.001135,2.1872,175.3954,0.500340
43229.9167,56.7107,35.2780,-0.0926,0.5825,2.1081,0.0000,1.461033,-0.007187,-0.009173,-0.021133,-0.025579,0.024767,-0.090626,0.022921,0.000000,-0.001686,2.1871,175.8957,0.500332
43230.0000,56.7591,35.4537,-0.0926,0.5786,2.1090,0.0000,1.459266,-0.009359,-0.007028,-0.021337,-0.026060,0.025741,-0.090523,0.023753,0.000000,-0.004329,2.1870,176.3961,0.500328
43230.0833,56.8071,35.6295,-0.0926,0.5748,2.1101,0.0000,1.457472,-0.011535,-0.004864,-0.021750,-0.026111,0.025959,-0.090557,0.024685,0.000000,-0.006732,2.1870,176.8964,0.500328
43230.1667,56.8549,35.8054,-0.0926,0.5711,2.1112,0.0000,1.455637,-0.013679,-0.002747,-0.022348,-0.025727,0.025413,-0.090641,0.025680,0.000000,-0.008868,2.1870,177.3967,0.500331
43230.2500,56.9023,35.9814,-0.0926,0.5675,2.1123,0.0000,1.453745,-0.015755,-0.000737,-0.023098,-0.024910,0.024114,-0.090745,0.026702,0.000000,-0.010621,2.1872,177.8971,0.500339
43230.3333,56.9495,36.1574,-0.0926,0.5640,2.1135,0.0000,1.451786,-0.017727,0.001103,-0.023973,-0.023673,0.022087,-0.090737,0.027712,0.000000,-0.012064,2.1875,178.3974,0.500351
43230.4167,56.9963,36.3336,-0.0926,0.5608,2.1148,0.0000,1.449750,-0.019564,0.002718,-0.024938,-0.022037,0.019381,-0.090593,0.028681,0.000000,-0.013099,2.1878,178.8978,0.500366
43230.5000,57.0429,36.5099,-0.0926,0.5577,2.1160,0.0000,1.447631,-0.021233,0.004056,-0.025948,-0.020036,0.016056,-0.090305,0.029580,0.000000,-0.013620,2.1883,179.3982,0.500386
43230.5833,57.0893,36.6863,-0.0926,0.5549,2.1173,0.0000,1.445429,-0.022709,0.005072,-0.026958,-0.017710,0.012192,-0.089818,0.030379,0.000000,-0.013615,2.1888,179.8986,0.500410
43230.6667,57.1354,36.8628,-0.0926,0.5523,2.1187,0.0000,1.443144,-0.023968,0.005729,-0.027924,-0.015108,0.007881,-0.089084,0.031049,0.000000,-0.013091,2.1895,180.3990,0.500437
43230.7500,57.1813,37.0394,-0.0926,0.5499,2.1200,0.0000,1.440782,-0.024992,0.005998,-0.028805,-0.012288,0.003229,-0.088031,0.031564,0.000000,-0.012094,2.1902,180.8995,0.500468
43230.8333,57.2271,37.2161,-0.0926,0.5478,2.1213,0.0000,1.438351,-0.025768,0.005861,-0.029569,-0.009311,-0.001650,-0.086559,0.031900,0.000000,-0.010716,2.1909,181.4000,0.500501
43230.9167,57.2726,37.3930,-0.0926,0.5460,2.1227,0.0000,1.435864,-0.026289,0.005308,-0.030176,-0.006244,-0.006632,-0.084800,0.032063,0.000000,-0.008877,2.1918,181.9005,0.500538
43231.0000,57.3181,37.5699,-0.0926,0.5444,2.1240,0.0000,1.433334,-0.026552,0.004342,-0.030592,-0.003158,-0.011590,-0.082747,0.032044,0.000000,-0.006637,2.1926,182.4011,0.500576
43231.0833,57.3634,37.7469,-0.0926,0.5431,2.1252,0.0000,1.430778,-0.026562,0.002976,-0.030786,-0.000124,-0.016394,-0.080416,0.031841,0.000000,-0.004045,2.1935,182.9017,0.500617
43231.1667,57.4086,37.9241,-0.0926,0.5420,2.1265,0.0000,1.428217,-0.026330,0.001233,-0.030738,0.002786,-0.020918,-0.077812,0.031457,0.000000,-0.001189,2.1945,183.4024,0.500658
43231.2500,57.4537,38.1014,-0.0926,0.5412,2.1277,0.0000,1.425670,-0.025871,-0.000853,-0.030432,0.005505,-0.025039,-0.074839,0.030883,0.000000,0.001836,2.1955,183.9031,0.500701
43231.3333,57.4988,38.2787,-0.0926,0.5405,2.1289,0.0000,1.423160,-0.025207,-0.003240,-0.029863,0.007966,-0.028644,-0.071663,0.030151,0.000000,0.004926,2.1965,184.4038,0.500744
43231.4167,57.5438,38.4562,-0.0926,0.5399,2.1301,0.0000,1.420708,-0.024364,-0.005876,-0.029036,0.010113,-0.031630,-0.068322,0.029280,0.000000,0.007981,2.1974,184.9046,0.500787
